   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    18400    0.003    0.000    0.003    0.000 patches.py:821(rotation_point)
     1200    0.001    0.000    0.001    0.000 patches.py:826(rotation_point)
     9200    0.011    0.000    0.151    0.000 patches.py:934(get_bbox)
    40900    0.050    0.000    0.091    0.000 path.py:162(_fast_from_codes_and_verts)
    39375    0.054    0.000    0.129    0.000 path.py:202(_update_values)
   150700    0.023    0.000    0.023    0.000 path.py:211(vertices)
    74350    0.009    0.000    0.009    0.000 path.py:223(codes)
    42500    0.005    0.000    0.005    0.000 path.py:242(simplify_threshold)
    42500    0.008    0.000    0.008    0.000 path.py:254(should_simplify)
    26975    0.086    0.000    0.333    0.000 path.py:279(__deepcopy__)
     3600    0.028    0.000    0.167    0.000 path.py:627(get_extents)
     2400    0.002    0.000    0.002    0.000 path.py:778(unit_rectangle)
    39375    0.093    0.000    0.427    0.000 path.py:99(__init__)
     2400    0.004    0.000    0.005    0.000 pathlib.py:147(splitroot)
     1200    0.011    0.000    0.023    0.000 pathlib.py:56(parse_parts)
     1200    0.005    0.000    0.029    0.000 pathlib.py:569(_parse_args)
     1200    0.003    0.000    0.032    0.000 pathlib.py:589(_from_parts)
     1200    0.001    0.000    0.002    0.000 pathlib.py:608(_format_parsed_parts)
     1200    0.003    0.000    0.005    0.000 pathlib.py:621(__str__)
     1200    0.003    0.000    0.034    0.000 pathlib.py:957(__new__)
    57547    0.014    0.000    0.014    0.000 process.py:189(name)
    57547    0.013    0.000    0.013    0.000 process.py:37(current_process)
  2309020    6.694    0.000   10.480    0.000 profiler.py:772(__init__)
  2309020    7.138    0.000   61.280    0.000 profiler.py:783(__enter__)
  2309020   11.668    0.000  104.397    0.000 profiler.py:789(__exit__)
     4400    0.005    0.000    0.013    0.000 pyplot.py:1094(gcf)
      600    0.001    0.000    0.001    0.000 pyplot.py:1131(get_fignums)
      600    0.002    0.000    0.028    0.000 pyplot.py:1170(close)
      600    0.003    0.000   66.994    0.112 pyplot.py:1245(savefig)
     3800    0.005    0.000    5.237    0.001 pyplot.py:2782(gca)
      600    0.001    0.000    0.108    0.000 pyplot.py:3389(grid)
     1800    0.003    0.000    0.003    0.000 pyplot.py:358(_get_backend_mod)
      600    0.001    0.000    0.855    0.001 pyplot.py:3626(legend)
      800    0.003    0.000    0.373    0.000 pyplot.py:3830(plot)
      600    0.002    0.000    5.308    0.009 pyplot.py:4383(title)
      600    0.001    0.000    0.034    0.000 pyplot.py:4397(xlabel)
      600    0.001    0.000    0.025    0.000 pyplot.py:4412(ylabel)
      600    0.002    0.000    0.004    0.000 pyplot.py:525(_warn_if_gui_out_of_main_thread)
      600    0.002    0.000    0.307    0.001 pyplot.py:548(new_figure_manager)
      600    0.001    0.000    0.003    0.000 pyplot.py:555(draw_if_interactive)
      600    0.008    0.000    0.331    0.001 pyplot.py:871(figure)
126822474   57.744    0.000   81.732    0.000 random.py:239(_randbelow_with_getrandbits)
   494790  797.038    0.002  893.418    0.002 random.py:406(sample)
      600    0.002    0.000    0.002    0.000 rcsetup.py:151(validate_bool)
      600    0.001    0.000    0.003    0.000 rcsetup.py:163(validate_axisbelow)
 19019050  170.694    0.000 3381.435    0.000 rnn.py:1333(forward)
 19019050   38.554    0.000   53.981    0.000 rnn.py:300(check_input)
 19019050   19.927    0.000   26.224    0.000 rnn.py:319(get_expected_hidden_size)
 19019050   10.646    0.000   20.640    0.000 rnn.py:341(check_hidden_size)
 19019650   66.174    0.000  212.363    0.000 rnn.py:350(_weights_have_changed)
 19019050   25.684    0.000  126.529    0.000 rnn.py:361(check_forward_args)
 34234290    6.465    0.000    6.465    0.000 rnn.py:369(permute_hidden)
 19019650   21.192    0.000  235.950    0.000 rnn.py:390(_update_flat_weights)
      600    0.001    0.000    0.009    0.000 rnn.py:395(__getstate__)
     1200    0.000    0.000    0.000    0.000 scale.py:113(__init__)
     1200    0.007    0.000    0.205    0.000 scale.py:120(set_default_locators_and_formatters)
   114300    0.044    0.000    0.128    0.000 scale.py:132(get_transform)
     1200    0.003    0.000    0.005    0.000 scale.py:718(scale_factory)
     3600    0.001    0.000    0.001    0.000 scale.py:95(limit_range_for_scale)
      100    0.684    0.007    2.813    0.028 serialization.py:1143(_save)
  1025700    0.370    0.000    0.572    0.000 serialization.py:1159(persistent_id)
      100    0.000    0.000    0.000    0.000 serialization.py:1208(PyTorchPickler)
  1025700    0.154    0.000    0.726    0.000 serialization.py:1209(persistent_id)
      100    0.001    0.000    0.006    0.000 serialization.py:171(get_crc32_options)
      200    0.002    0.000    0.003    0.000 serialization.py:214(_get_storage_alignment)
     9200    0.007    0.000    0.007    0.000 serialization.py:532(_cpu_tag)
     9200    0.010    0.000    0.010    0.000 serialization.py:547(_backend_tag)
     9200    0.007    0.000    0.024    0.000 serialization.py:665(location_tag)
      200    0.000    0.000    0.000    0.000 serialization.py:720(_is_path)
      100    0.000    0.000    0.000    0.000 serialization.py:728(__init__)
      100    0.000    0.000    0.000    0.000 serialization.py:731(__enter__)
      100    0.036    0.000    0.043    0.000 serialization.py:775(__init__)
      100    0.007    0.000    0.018    0.000 serialization.py:797(__exit__)
      100    0.000    0.000    0.044    0.000 serialization.py:822(_open_zipfile_writer)
      100    0.000    0.000    0.000    0.000 serialization.py:876(_check_dill_version)
      100    0.000    0.000    0.000    0.000 serialization.py:900(_check_save_filelike)
      100    0.053    0.001    2.928    0.029 serialization.py:908(save)
  1030976    0.708    0.000    1.246    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
  1002001    0.698    0.000    1.924    0.000 shape_base.py:216(_vhstack_dispatcher)
  1002001   20.624    0.000   26.056    0.000 shape_base.py:220(vstack)
  1002001    0.205    0.000    0.205    0.000 shape_base.py:76(_atleast_2d_dispatcher)
  1002001    4.010    0.000    4.820    0.000 shape_base.py:80(atleast_2d)
     1512    0.098    0.000    0.098    0.000 socket.py:623(send)
     8400    0.008    0.000    0.026    0.000 spines.py:135(get_patch_transform)
     3600    0.065    0.000    3.158    0.001 spines.py:142(get_window_extent)
     8400    0.002    0.000    0.002    0.000 spines.py:200(get_path)
46900/44500    0.011    0.000    0.043    0.000 spines.py:203(_ensure_position_is_set)
     2400    0.001    0.000    0.005    0.000 spines.py:209(register_axis)
     2400    0.001    0.000    0.001    0.000 spines.py:226(_clear)
     8400    0.042    0.000    0.153    0.000 spines.py:235(_adjust_location)
     4800    0.010    0.000    0.570    0.000 spines.py:299(draw)
     2400    0.005    0.000    0.032    0.000 spines.py:306(set_position)
46900/44500    0.108    0.000    0.188    0.000 spines.py:346(get_spine_transform)
     2400    0.018    0.000    0.218    0.000 spines.py:35(__init__)
     2400    0.006    0.000    0.254    0.000 spines.py:439(linear_spine)
      600    0.000    0.000    0.000    0.000 spines.py:552(__init__)
      600    0.001    0.000    0.001    0.000 spines.py:555(from_dict)
    46900    0.014    0.000    0.014    0.000 spines.py:565(__getattr__)
    24000    0.019    0.000    0.025    0.000 spines.py:572(__getitem__)
     4200    0.002    0.000    0.003    0.000 spines.py:598(__iter__)
     3600    0.002    0.000    0.003    0.000 spines.py:601(__len__)
      505    0.002    0.000    0.003    0.000 std.py:102(acquire)
      505    0.002    0.000    0.002    0.000 std.py:106(release)
        4    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        4    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        1    0.000    0.000    0.000    0.000 std.py:1147(__del__)
      502    0.002    0.000    0.034    0.000 std.py:1150(__str__)
        2    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
        2    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
      501    0.003    0.000    0.416    0.001 std.py:1160(__iter__)
      500    0.005    0.000    0.412    0.001 std.py:1198(update)
        2    0.000    0.000    0.001    0.000 std.py:1265(close)
        2    0.000    0.000    0.000    0.000 std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 std.py:1301(<lambda>)
      501    0.003    0.000    0.406    0.001 std.py:1325(refresh)
      502    0.003    0.000    0.004    0.000 std.py:1446(format_dict)
      502    0.002    0.000    0.398    0.001 std.py:1464(display)
      502    0.001    0.000    0.001    0.000 std.py:153(__init__)
      502    0.000    0.000    0.000    0.000 std.py:163(colour)
      502    0.000    0.000    0.000    0.000 std.py:167(colour)
      502    0.001    0.000    0.002    0.000 std.py:186(__format__)
        3    0.000    0.000    0.000    0.000 std.py:226(__init__)
     2506    0.003    0.000    0.003    0.000 std.py:231(__call__)
     1003    0.003    0.000    0.003    0.000 std.py:400(format_interval)
        1    0.000    0.000    0.001    0.001 std.py:438(status_printer)
      502    0.002    0.000    0.345    0.001 std.py:451(fp_write)
      502    0.002    0.000    0.362    0.001 std.py:457(print_status)
      502    0.014    0.000    0.028    0.000 std.py:464(format_meter)
        1    0.000    0.000    0.000    0.000 std.py:663(__new__)
        1    0.000    0.000    0.000    0.000 std.py:679(_get_free_pos)
        1    0.000    0.000    0.000    0.000 std.py:682(<setcomp>)
        1    0.000    0.000    0.000    0.000 std.py:686(_decr_instances)
        1    0.000    0.000    0.000    0.000 std.py:760(get_lock)
        1    0.000    0.000    0.001    0.001 std.py:952(__init__)
     9200    0.003    0.000    0.011    0.000 storage.py:1102(_element_size)
     9200    0.005    0.000    0.018    0.000 storage.py:1224(_size)
     9200    0.002    0.000    0.002    0.000 storage.py:1234(_pickle_storage_type)
     7400    0.024    0.000    0.358    0.000 storage.py:263(cpu)
     7400    0.001    0.000    0.001    0.000 storage.py:53(__init__)
        1    0.000    0.000    0.000    0.000 storage.py:537(_new_dtypes)
        1    0.000    0.000    0.000    0.000 storage.py:560(_dtype_to_storage_type_map)
    18400    0.011    0.000    0.013    0.000 storage.py:693(__new__)
     7400    0.002    0.000    0.003    0.000 storage.py:74(size)
    18400    0.014    0.000    0.017    0.000 storage.py:785(__init__)
    59100    0.041    0.000    0.077    0.000 text.py:1010(set_horizontalalignment)
    27850    0.061    0.000    3.085    0.000 text.py:104(__init__)
    30250    0.029    0.000    0.122    0.000 text.py:1040(set_linespacing)
    22250    0.013    0.000    0.046    0.000 text.py:1054(set_fontfamily)
    29450    0.020    0.000    0.135    0.000 text.py:1108(set_fontsize)
     3000    0.002    0.000    0.005    0.000 text.py:1160(set_fontweight)
    14400    0.012    0.000    0.067    0.000 text.py:1194(set_position)
   110450    0.038    0.000    0.077    0.000 text.py:1205(set_x)
   177100    0.056    0.000    0.098    0.000 text.py:1216(set_y)
    31450    0.028    0.000    0.064    0.000 text.py:1227(set_rotation)
    57900    0.051    0.000    0.100    0.000 text.py:1259(set_verticalalignment)
   257350    0.079    0.000    0.084    0.000 text.py:1275(set_text)
    96700    0.117    0.000    0.291    0.000 text.py:1292(_preprocess_math)
    30850    0.041    0.000    0.701    0.000 text.py:1316(set_fontproperties)
    30250    0.019    0.000    0.043    0.000 text.py:1330(set_usetex)
   201400    0.021    0.000    0.021    0.000 text.py:1345(get_usetex)
    30250    0.010    0.000    0.010    0.000 text.py:1349(set_parse_math)
    96700    0.010    0.000    0.010    0.000 text.py:1361(get_parse_math)
    30250    0.147    0.000    1.837    0.000 text.py:157(_reset_visual_defaults)
    29650    0.063    0.000    0.904    0.000 text.py:194(update)
     3600    0.005    0.000    0.071    0.000 text.py:239(_get_xy_display)
    76450    0.017    0.000    0.017    0.000 text.py:246(_get_multialignment)
    96700    0.037    0.000    0.049    0.000 text.py:284(get_rotation)
    96700    0.012    0.000    0.012    0.000 text.py:292(get_transform_rotates_text)
    31450    0.034    0.000    0.038    0.000 text.py:298(set_rotation_mode)
    76450    0.010    0.000    0.010    0.000 text.py:317(get_rotation_mode)
    30250    0.009    0.000    0.013    0.000 text.py:321(set_antialiased)
    17450    0.037    0.000    0.294    0.000 text.py:342(update_from)
    76450    1.502    0.000    9.304    0.000 text.py:358(_get_layout)
     9600    0.004    0.000    0.004    0.000 text.py:428(<listcomp>)
    27600    0.016    0.000    0.016    0.000 text.py:430(<listcomp>)
    39250    0.017    0.000    0.017    0.000 text.py:433(<listcomp>)
     3600    0.001    0.000    0.001    0.000 text.py:580(_update_clip_properties)
     3600    0.004    0.000    0.017    0.000 text.py:587(set_clip_box)
    96700    0.012    0.000    0.012    0.000 text.py:602(get_wrap)
    30250    0.005    0.000    0.005    0.000 text.py:606(set_wrap)
   160900    0.297    0.000    4.446    0.000 text.py:65(_get_text_metrics_with_cache)
    96700    0.050    0.000    0.071    0.000 text.py:687(_get_wrapped_text)
    11955    0.012    0.000    1.888    0.000 text.py:73(_get_text_metrics_with_cache_impl)
    40100    0.452    0.000    9.704    0.000 text.py:738(draw)
    20250    0.004    0.000    0.004    0.000 text.py:816(get_color)
     8000    0.002    0.000    0.002    0.000 text.py:894(get_horizontalalignment)
    51800    0.051    0.000    0.149    0.000 text.py:901(get_unitless_position)
    18000    0.005    0.000    0.005    0.000 text.py:909(get_position)
   199800    0.025    0.000    0.025    0.000 text.py:915(get_text)
    51800    0.351    0.000    8.217    0.000 text.py:926(get_window_extent)
    33850    0.040    0.000    0.572    0.000 text.py:995(set_color)
      600    0.001    0.000    0.004    0.000 textpath.py:26(__init__)
     2016    0.002    0.000    0.003    0.000 threading.py:1102(_wait_for_tstate_lock)
    57547    0.026    0.000    0.026    0.000 threading.py:1129(name)
     1008    0.001    0.000    0.001    0.000 threading.py:1145(ident)
     2016    0.003    0.000    0.006    0.000 threading.py:1169(is_alive)
    58051    0.038    0.000    0.046    0.000 threading.py:1430(current_thread)
      504    0.003    0.000    0.003    0.000 threading.py:236(__init__)
      504    0.000    0.000    0.001    0.000 threading.py:264(__enter__)
      504    0.000    0.000    0.001    0.000 threading.py:267(__exit__)
      497    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
      497    0.001    0.000    0.001    0.000 threading.py:276(_acquire_restore)
      497    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
      497    0.003    0.000    0.203    0.000 threading.py:288(wait)
      504    0.001    0.000    0.006    0.000 threading.py:545(__init__)
     2017    0.001    0.000    0.001    0.000 threading.py:553(is_set)
      504    0.003    0.000    0.207    0.000 threading.py:589(wait)
    21600    0.012    0.000    0.015    0.000 ticker.py:1696(raise_if_exceeds)
     3600    0.003    0.000    0.040    0.000 ticker.py:1714(nonsingular)
    10800    0.006    0.000    0.007    0.000 ticker.py:1818(__call__)
    10800    0.002    0.000    0.002    0.000 ticker.py:1821(tick_values)
     4800    0.001    0.000    0.001    0.000 ticker.py:191(set_axis)
    21600    0.121    0.000    0.137    0.000 ticker.py:1984(scale_range)
    21600    0.015    0.000    0.018    0.000 ticker.py:2002(__init__)
    43200    0.023    0.000    0.028    0.000 ticker.py:2017(closeto)
    21600    0.021    0.000    0.046    0.000 ticker.py:2027(le)
    21600    0.016    0.000    0.031    0.000 ticker.py:2034(ge)
     1200    0.003    0.000    0.053    0.000 ticker.py:2056(__init__)
     1200    0.010    0.000    0.035    0.000 ticker.py:2095(_validate_steps)
     1200    0.007    0.000    0.008    0.000 ticker.py:2110(_staircase)
     1200    0.006    0.000    0.050    0.000 ticker.py:2116(set_params)
    21600    0.035    0.000    1.354    0.000 ticker.py:214(format_ticks)
    21600    0.479    0.000    3.405    0.000 ticker.py:2159(_raw_ticks)
    21600    0.057    0.000    0.313    0.000 ticker.py:217(<listcomp>)
    21600    0.048    0.000    4.084    0.000 ticker.py:2228(__call__)
    21600    0.056    0.000    3.752    0.000 ticker.py:2232(tick_values)
     1200    0.002    0.000    0.012    0.000 ticker.py:2249(view_limits)
    10800    0.005    0.000    0.005    0.000 ticker.py:237(set_locs)
    90300    0.028    0.000    0.089    0.000 ticker.py:246(fix_minus)
     1200    0.000    0.000    0.000    0.000 ticker.py:258(_set_locator)
     1200    0.002    0.000    0.057    0.000 ticker.py:2916(__init__)
     1200    0.004    0.000    0.103    0.000 ticker.py:452(__init__)
     1200    0.001    0.000    0.002    0.000 ticker.py:471(set_usetex)
     1200    0.001    0.000    0.001    0.000 ticker.py:490(set_useOffset)
     1200    0.001    0.000    0.001    0.000 ticker.py:536(set_useLocale)
    90300    0.072    0.000    0.161    0.000 ticker.py:552(_format_maybe_minus_and_locale)
     1200    0.008    0.000    0.092    0.000 ticker.py:575(set_useMathText)
    90300    0.080    0.000    0.256    0.000 ticker.py:610(__call__)
     3600    0.005    0.000    0.005    0.000 ticker.py:710(get_offset)
    10800    0.032    0.000    1.001    0.000 ticker.py:737(set_locs)
    10800    0.080    0.000    0.289    0.000 ticker.py:746(_compute_offset)
    10800    0.078    0.000    0.227    0.000 ticker.py:785(_set_order_of_magnitude)
    10800    0.161    0.000    0.452    0.000 ticker.py:819(_set_format)
        2    0.000    0.000    0.000    0.000 tokenize.py:297(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:321(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:390(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:406(tokenize)
      132    0.000    0.000    0.000    0.000 tokenize.py:431(_tokenize)
        1   60.239   60.239 19870.217 19870.217 train.py:12(train_td3)
   500500    9.443    0.000   25.214    0.000 train.py:161(extend_and_save_state)
     1800    0.001    0.000    0.001    0.000 transforms.py:1010(minposx)
     1800    0.001    0.000    0.001    0.000 transforms.py:1025(minposy)
   534700    0.085    0.000    0.085    0.000 transforms.py:1040(get_points)
     3600    0.023    0.000    0.069    0.000 transforms.py:1058(set)
     8600    0.023    0.000    0.063    0.000 transforms.py:1088(__init__)
   900775    0.840    0.000    0.840    0.000 transforms.py:109(__init__)
    10600    0.023    0.000    0.084    0.000 transforms.py:1109(get_points)
    26975    0.038    0.000    0.046    0.000 transforms.py:128(__getstate__)
    26975    0.005    0.000    0.005    0.000 transforms.py:131(<dictcomp>)
    26975    0.027    0.000    0.035    0.000 transforms.py:133(__setstate__)
    80450    0.046    0.000    0.445    0.000 transforms.py:1341(__add__)
    86400    0.027    0.000    0.073    0.000 transforms.py:1356(_iter_break_from_left_to_right)
    26975    0.005    0.000    0.005    0.000 transforms.py:138(<dictcomp>)
    21600    0.079    0.000    0.632    0.000 transforms.py:1419(__sub__)
    88050    0.164    0.000    1.480    0.000 transforms.py:1473(transform)
   191873    0.113    0.000    0.307    0.000 transforms.py:156(invalidate)
      600    0.000    0.000    0.030    0.000 transforms.py:1574(get_matrix)
     3600    0.005    0.000    0.091    0.000 transforms.py:1594(transform_path)
     3600    0.003    0.000    0.062    0.000 transforms.py:1603(transform_path_affine)
    23450    0.037    0.000    0.142    0.000 transforms.py:1613(transform_path_non_affine)
215273/191873    0.165    0.000    0.193    0.000 transforms.py:165(_invalidate_internal)
     1200    0.002    0.000    0.012    0.000 transforms.py:1702(__init__)
     1800    0.008    0.000    0.033    0.000 transforms.py:1720(set)
     1200    0.000    0.000    0.000    0.000 transforms.py:1757(<lambda>)
     1200    0.000    0.000    0.000    0.000 transforms.py:1758(<lambda>)
   105550    0.025    0.000    0.025    0.000 transforms.py:1759(<lambda>)
   525425    0.324    0.000    1.028    0.000 transforms.py:1770(__init__)
    41700    0.012    0.000    0.021    0.000 transforms.py:1774(__array__)
46200/45600    0.108    0.000    0.340    0.000 transforms.py:1778(__eq__)
   253350    0.090    0.000    0.942    0.000 transforms.py:1783(transform)
      800    0.000    0.000    0.000    0.000 transforms.py:1792(transform_non_affine)
   141350    0.222    0.000    0.243    0.000 transforms.py:180(set_children)
     3600    0.006    0.000    0.058    0.000 transforms.py:1800(transform_path_affine)
      800    0.000    0.000    0.000    0.000 transforms.py:1805(transform_path_non_affine)
   136250    0.013    0.000    0.013    0.000 transforms.py:1809(get_affine)
    33300    0.035    0.000    0.152    0.000 transforms.py:1833(frozen)
     6000    0.006    0.000    0.007    0.000 transforms.py:1837(is_separable)
   256950    0.201    0.000    0.862    0.000 transforms.py:1849(transform_affine)
    21600    0.009    0.000    0.035    0.000 transforms.py:1870(inverted)
   248450    0.274    0.000    0.655    0.000 transforms.py:1887(__init__)
   465800    0.087    0.000    0.087    0.000 transforms.py:1927(get_matrix)
   130275    0.030    0.000    0.052    0.000 transforms.py:196(<lambda>)
    12800    0.011    0.000    0.044    0.000 transforms.py:1964(clear)
    85650    0.212    0.000    0.423    0.000 transforms.py:1973(rotate)
    85650    0.074    0.000    0.511    0.000 transforms.py:1996(rotate_deg)
    21600    0.021    0.000    0.044    0.000 transforms.py:2028(translate)
    57900    0.121    0.000    0.200    0.000 transforms.py:2041(scale)
    12600    0.003    0.000    0.003    0.000 transforms.py:2117(get_matrix)
   135900    0.037    0.000    0.078    0.000 transforms.py:2121(transform)
     1200    0.000    0.000    0.000    0.000 transforms.py:2141(transform_path_non_affine)
     1200    0.000    0.000    0.000    0.000 transforms.py:2145(get_affine)
     1200    0.000    0.000    0.000    0.000 transforms.py:2149(inverted)
     1200    0.001    0.000    0.004    0.000 transforms.py:2185(__init__)
    60850    0.028    0.000    0.098    0.000 transforms.py:2209(<lambda>)
    38500    0.019    0.000    0.057    0.000 transforms.py:2217(transform_non_affine)
    84300    0.027    0.000    0.082    0.000 transforms.py:2249(get_affine)
     5400    0.012    0.000    0.038    0.000 transforms.py:2276(__init__)
     8800    0.009    0.000    0.031    0.000 transforms.py:2302(get_matrix)
     6600    0.006    0.000    0.049    0.000 transforms.py:2318(blended_transform_factory)
     6600    0.010    0.000    0.047    0.000 transforms.py:233(frozen)
    67050    0.117    0.000    0.271    0.000 transforms.py:2342(__init__)
     1600    0.001    0.000    0.037    0.000 transforms.py:237(__array__)
10800/1200    0.006    0.000    0.017    0.000 transforms.py:2371(_invalidate_internal)
     3000    0.001    0.000    0.002    0.000 transforms.py:2378(__eq__)
      800    0.000    0.000    0.001    0.000 transforms.py:2391(contains_branch_seperately)
    47600    0.018    0.000    0.025    0.000 transforms.py:240(x0)
210900/110950    0.089    0.000    0.112    0.000 transforms.py:2401(<lambda>)
    88050    0.070    0.000    1.053    0.000 transforms.py:2409(transform_affine)
    89650    0.048    0.000    0.147    0.000 transforms.py:2413(transform_non_affine)
     4000    0.004    0.000    0.007    0.000 transforms.py:2422(transform_path_non_affine)
100450/92050    0.399    0.000    0.795    0.000 transforms.py:2432(get_affine)
     3800    0.010    0.000    0.022    0.000 transforms.py:2453(__init__)
     3200    0.014    0.000    0.017    0.000 transforms.py:2488(get_matrix)
    80450    0.074    0.000    0.391    0.000 transforms.py:2499(composite_transform_factory)
    15200    0.006    0.000    0.008    0.000 transforms.py:250(y0)
    10400    0.024    0.000    0.065    0.000 transforms.py:2576(__init__)
    85400    0.028    0.000    0.049    0.000 transforms.py:2591(get_matrix)
     2400    0.001    0.000    0.001    0.000 transforms.py:260(x1)
      600    0.001    0.000    0.003    0.000 transforms.py:2634(__init__)
     3400    0.003    0.000    0.022    0.000 transforms.py:2645(get_matrix)
    23450    0.034    0.000    0.091    0.000 transforms.py:2667(__init__)
    65650    0.019    0.000    0.026    0.000 transforms.py:2677(get_matrix)
    10000    0.004    0.000    0.005    0.000 transforms.py:270(y1)
    19050    0.043    0.000    0.111    0.000 transforms.py:2752(__init__)
    18250    0.035    0.000    0.179    0.000 transforms.py:2767(_revalidate)
    15050    0.012    0.000    0.184    0.000 transforms.py:2780(get_transformed_points_and_affine)
     3200    0.004    0.000    0.054    0.000 transforms.py:2791(get_transformed_path_and_affine)
     2400    0.001    0.000    0.002    0.000 transforms.py:280(p0)
    18250    0.009    0.000    0.043    0.000 transforms.py:2807(get_affine)
    26400    0.164    0.000    0.321    0.000 transforms.py:2838(nonsingular)
    90300    0.190    0.000    0.190    0.000 transforms.py:2918(_interval_contains_close)
    49950    0.051    0.000    0.233    0.000 transforms.py:300(xmin)
    53550    0.046    0.000    0.206    0.000 transforms.py:305(ymin)
    49950    0.043    0.000    0.192    0.000 transforms.py:310(xmax)
    53550    0.050    0.000    0.234    0.000 transforms.py:315(ymax)
    37400    0.026    0.000    0.035    0.000 transforms.py:330(intervalx)
    69400    0.047    0.000    0.061    0.000 transforms.py:339(intervaly)
    40050    0.023    0.000    0.029    0.000 transforms.py:348(width)
    35250    0.020    0.000    0.025    0.000 transforms.py:354(height)
     9200    0.022    0.000    0.040    0.000 transforms.py:360(size)
    11000    0.026    0.000    0.044    0.000 transforms.py:366(bounds)
    21600    0.090    0.000    0.568    0.000 transforms.py:461(transformed)
     2400    0.014    0.000    0.029    0.000 transforms.py:480(anchored)
    21200    0.050    0.000    0.097    0.000 transforms.py:600(padded)
    49400    0.138    0.000    0.266    0.000 transforms.py:617(translated)
     9600    0.055    0.000    1.116    0.000 transforms.py:642(union)
     9600    0.018    0.000    0.251    0.000 transforms.py:647(<listcomp>)
     9600    0.015    0.000    0.207    0.000 transforms.py:648(<listcomp>)
     9600    0.014    0.000    0.198    0.000 transforms.py:649(<listcomp>)
     9600    0.015    0.000    0.195    0.000 transforms.py:650(<listcomp>)
   272850    0.445    0.000    0.873    0.000 transforms.py:750(__init__)
     6600    0.017    0.000    0.067    0.000 transforms.py:780(frozen)
    29600    0.028    0.000    0.185    0.000 transforms.py:786(unit)
      600    0.001    0.000    0.003    0.000 transforms.py:791(null)
   118450    0.079    0.000    1.199    0.000 transforms.py:796(from_bounds)
   128250    0.177    0.000    1.231    0.000 transforms.py:805(from_extents)
      800    0.003    0.000    0.024    0.000 transforms.py:850(update_from_path)
     2400    0.002    0.000    0.007    0.000 transforms.py:947(x0)
     1200    0.001    0.000    0.003    0.000 transforms.py:952(y0)
     2400    0.001    0.000    0.004    0.000 transforms.py:957(x1)
     1200    0.001    0.000    0.002    0.000 transforms.py:962(y1)
     1200    0.003    0.000    0.005    0.000 transforms.py:977(intervalx)
     1200    0.002    0.000    0.004    0.000 transforms.py:982(intervaly)
     6600    0.002    0.000    0.002    0.000 transforms.py:995(minpos)
    62305    0.034    0.000    0.047    0.000 types.py:176(__get__)
        6    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:137(_type_convert)
       14    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
 11548100    1.481    0.000    1.481    0.000 typing.py:1737(cast)
       12    0.000    0.000    0.000    0.000 typing.py:1902(get_origin)
        6    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
        6    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
4618646/4618644    5.956    0.000    5.957    0.000 typing.py:306(inner)
        2    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
      8/6    0.000    0.000    0.000    0.000 typing.py:401(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:483(Union)
       18    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:523(Optional)
        2    0.000    0.000    0.000    0.000 typing.py:664(__init__)
       26    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        4    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       52    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
        6    0.000    0.000    0.000    0.000 typing.py:947(__init__)
       52    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:177(_should_collect_from_parameters)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:3178(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:3216(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:74(utcoffset)
8000/4000    0.024    0.000    0.088    0.000 units.py:164(get_converter)
    20800    0.018    0.000    0.063    0.000 units.py:56(_is_natively_supported)
